Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Willamette Falls,4/6/2016,,27,,64,,,,,,,,,,
Willamette Falls,4/7/2016,,26,,40,,,,,,,,,,
Willamette Falls,4/8/2016,,61,,84,,,,,,,,,,
Willamette Falls,4/9/2016,,93,,85,,,,,,,,,,
Willamette Falls,4/10/2016,,200,,65,,,,,,,,,,
Willamette Falls,4/11/2016,,243,,63,,,,,,,,,,
Willamette Falls,4/12/2016,,152,,37,,,,,,,,,,
Willamette Falls,4/13/2016,,95,,35,,,,,,,,,,
Willamette Falls,4/14/2016,,46,,39,,,,,,,,,,
Willamette Falls,4/15/2016,,17,,25,,,,,,,,,,
Willamette Falls,4/16/2016,,11,,23,,,,,,,,,,
Willamette Falls,4/17/2016,,20,1,34,,,,,,,,,,
Willamette Falls,4/18/2016,,81,,77,,,,,,,,,,
Willamette Falls,4/19/2016,,206,3,67,,,,,,,,,,
Willamette Falls,4/20/2016,,623,9,131,,,,,,,,,,
Willamette Falls,4/21/2016,,430,11,89,,,,,,,,,,
Willamette Falls,4/22/2016,,750,8,177,,,,,,,,,,
Willamette Falls,4/23/2016,,337,6,97,,,,,,,,,,
Willamette Falls,4/24/2016,,230,6,49,,,,,,,,,,
Willamette Falls,4/25/2016,,108,3,87,,,,,,,,,,
Willamette Falls,4/26/2016,,47,1,45,,,,,,,,,,
Willamette Falls,4/27/2016,,23,1,48,,,,,,,,,,
Willamette Falls,4/28/2016,,31,,67,,,,,,,,,,
Willamette Falls,4/29/2016,,31,1,58,,,,,,,,,,
Willamette Falls,4/30/2016,,51,1,70,,,,,,,,,,
Willamette Falls,5/1/2016,,127,2,89,,,,,,,,,,
Willamette Falls,5/2/2016,,932,24,318,,,,,,,,,,
Willamette Falls,5/3/2016,,648,22,265,,,,,,,,,,
Willamette Falls,5/4/2016,,743,34,274,,,,,,,,,,
Willamette Falls,5/5/2016,,443,24,158,,,,,,,,,,
Willamette Falls,5/6/2016,,337,6,133,,,,,,,,,,
Willamette Falls,5/7/2016,,421,17,207,,,,,,,,,,
Willamette Falls,5/8/2016,,657,23,166,,,,,,,,,,
Willamette Falls,5/9/2016,,403,27,68,,,,,,,,,,
Willamette Falls,5/10/2016,,534,25,95,,,,,,,,,,
Willamette Falls,5/11/2016,,458,31,120,,,,,,,,,,
Willamette Falls,5/12/2016,,537,25,174,,,,,,,,,,
Willamette Falls,5/13/2016,,671,28,298,,,,,,,,,,
Willamette Falls,5/14/2016,,525,32,404,,,,,,,,,,
Willamette Falls,5/15/2016,,346,23,217,,,,,,,,,,
Willamette Falls,5/16/2016,,235,14,276,,,,,,,,,,
Willamette Falls,5/17/2016,,258,23,303,,,,,,,,,,
Willamette Falls,5/18/2016,,157,10,312,,,,,,,,,,
Willamette Falls,5/19/2016,,404,21,312,,,,,,,,,,
Willamette Falls,5/20/2016,,378,28,358,,,,,,,,,,
Willamette Falls,5/21/2016,,366,28,366,,,,,,,,,,
Willamette Falls,5/22/2016,,348,44,384,,,,,,,,,,
Willamette Falls,5/23/2016,,216,21,292,,,,,,,,,,
Willamette Falls,5/24/2016,,253,31,277,,,,,,,,,,
Willamette Falls,5/25/2016,,255,31,218,,,,,,,,,,
Willamette Falls,5/26/2016,,398,29,341,,,,,,,,,,
Willamette Falls,5/27/2016,,392,39,308,,,,,,,,,,
Willamette Falls,5/28/2016,,372,46,225,,,,,,,,,,
Willamette Falls,5/29/2016,,256,37,302,,,,,,,,,,
Willamette Falls,5/30/2016,,256,44,269,,,,,,,,,,
Willamette Falls,5/31/2016,,304,43,224,,,,,,,,,,
